supermarket,no_of_items,variation,total,paid,change,type,food,snack,beverage,consumables,high_end,asset,fixed_asset,date,mall,time,time_type,type_market,location,loc_category,day,day_type,24hr,day_1,month,year,hour,item_no_cat,total_cat,paid_cat,change_cat
tumaini,4,3,355,1000,645,cash,yes,yes,yes,no,no,no,no,26/08/2017,no,17:08:00,evening,chain,ongata rongai,mid,saturday,weekend,no,26,8,2017,17,B,1,1,1
tumaini,4,2,718,718,0,mpesa,yes,no,yes,no,no,no,no,26/08/2017,no,15:58:00,afternoon,chain,ongata rongai,mid,saturday,weekend,no,26,8,2017,15,B,1,1,1
tumaini,7,4,618,1000,382,cash,yes,yes,yes,yes,no,no,no,26/08/2017,no,15:59:00,afternoon,chain,ongata rongai,mid,saturday,weekend,no,26,8,2017,15,B,1,1,1
tumaini,6,2,278,1000,722,cash,yes,yes,no,no,no,no,no,26/08/2017,no,14:42:00,afternoon,chain,ongata rongai,mid,saturday,weekend,no,26,8,2017,14,B,1,1,1
tumaini,2,1,154,154,0,mpesa,no,no,yes,no,no,no,no,26/08/2017,no,16:29:00,evening,chain,ongata rongai,mid,saturday,weekend,no,26,8,2017,16,A,1,1,1
tumaini,4,2,1119,1119,0,mpesa,yes,no,no,yes,no,no,no,25/08/2017,no,20:47:00,night,chain,ongata rongai,mid,Friday,weekday,no,25,8,2017,20,B,1,1,1
tumaini,4,3,342,1000,658,cash,yes,yes,yes,no,no,no,no,26/08/2017,no,17:23:00,evening,chain,ongata rongai,mid,saturday,weekend,no,26,8,2017,17,B,1,1,1
tumaini,3,2,201,201,0,cash,no,yes,yes,no,no,no,no,26/08/2017,no,15:20:00,afternoon,chain,ongata rongai,mid,saturday,weekend,no,26,8,2017,15,B,1,1,1
tumaini,1,1,55,55,0,cash,no,no,yes,no,no,no,no,26/08/2017,no,15:10:00,afternoon,chain,ongata rongai,mid,saturday,weekend,no,26,8,2017,15,A,1,1,1
tumaini,1,1,180,1000,820,cash,yes,no,no,no,no,no,no,26/08/2017,no,14:36:00,afternoon,chain,ongata rongai,mid,saturday,weekend,no,26,8,2017,14,A,1,1,1
tumaini,3,2,245,500,255,cash,yes,yes,no,no,no,no,no,26/08/2017,no,15:55:00,afternoon,chain,ongata rongai,mid,saturday,weekend,no,26,8,2017,15,B,1,1,1
tumaini,2,1,140,140,0,cash,no,yes,no,no,no,no,no,26/08/2017,no,15:43:00,afternoon,chain,ongata rongai,mid,saturday,weekend,no,26,8,2017,15,A,1,1,1
tumaini,2,1,100,100,0,cash,yes,no,no,no,no,no,no,26/08/2017,no,17:40:00,afternoon,chain,ongata rongai,mid,saturday,weekend,no,26,8,2017,17,A,1,1,1
tumaini,1,1,104,200,96,cash,yes,no,no,no,no,no,no,26/08/2017,no,12:46:00,afternoon,chain,ongata rongai,mid,saturday,weekend,no,26,8,2017,12,A,1,1,1
tumaini,4,3,680,680,0,cash,no,no,yes,yes,yes,no,no,26/08/2017,no,17:05:00,evening,chain,ongata rongai,mid,saturday,weekend,no,26,8,2017,17,B,1,1,1
tumaini,3,2,205,1000,795,cash,yes,no,yes,no,no,no,no,26/08/2017,no,18:33:00,evening,chain,ongata rongai,mid,saturday,weekend,no,26,8,2017,18,B,1,1,1
tumaini,2,2,105,110,5,cash,no,no,yes,no,no,yes,no,26/08/2017,no,18:20:00,evening,chain,ongata rongai,mid,saturday,weekend,no,26,8,2017,18,A,1,1,1
tumaini,4,2,243,500,257,cash,no,yes,yes,no,no,no,no,26/08/2017,no,13:46:00,evening,chain,ongata rongai,mid,saturday,weekend,no,26,8,2017,13,B,1,1,1
tumaini,2,2,94,100,6,cash,yes,no,no,yes,no,no,no,26/08/2017,no,18:32:00,evening,chain,ongata rongai,mid,saturday,weekend,no,26,8,2017,18,A,1,1,1
tumaini,6,2,508,510,2,cash,yes,no,no,yes,no,no,no,26/08/2017,no,18:34:00,evening,chain,ongata rongai,mid,saturday,weekend,no,26,8,2017,18,B,1,1,1
tumaini,1,1,67,1000,933,cash,yes,no,no,no,no,no,no,26/08/2017,no,18:13:00,evening,chain,ongata rongai,mid,saturday,weekend,no,26,8,2017,18,A,1,1,1
tumaini,2,1,115,115,0,cash,yes,no,no,no,no,no,no,26/08/2017,no,17:09:00,evening,chain,ongata rongai,mid,saturday,weekend,no,26,8,2017,17,A,1,1,1
tumaini,4,3,312,1000,688,cash,yes,yes,yes,no,no,no,no,26/08/2017,no,17:10:00,evening,chain,ongata rongai,mid,saturday,weekend,no,26,8,2017,17,B,1,1,1
tumaini,1,1,300,300,0,cash,yes,no,no,no,no,no,no,26/08/2017,no,15:27:00,afternoon,chain,ongata rongai,mid,saturday,weekend,no,26,8,2017,15,A,1,1,1
tumaini,2,1,130,130,0,cash,yes,no,no,no,no,no,no,26/08/2017,no,13:42:00,afternoon,chain,ongata rongai,mid,saturday,weekend,no,26,8,2017,13,A,1,1,1
tumaini,2,1,317,357,40,cash,yes,no,no,no,no,no,no,26/08/2017,no,16:19:00,evening,chain,ongata rongai,mid,saturday,weekend,no,26,8,2017,16,A,1,1,1
tumaini,1,1,105,110,5,cash,no,yes,no,no,no,no,no,26/08/2017,no,15:45:00,afternoon,chain,ongata rongai,mid,saturday,weekend,no,26,8,2017,15,A,1,1,1
tumaini,1,1,99,100,1,cash,no,no,yes,no,no,no,no,26/08/2017,no,15:40:00,afternoon,chain,ongata rongai,mid,saturday,weekend,no,26,8,2017,15,A,1,1,1
tumaini,2,2,76,200,124,cash,no,yes,yes,no,no,no,no,26/08/2017,no,17:10:00,evening,chain,ongata rongai,mid,saturday,weekend,no,26,8,2017,17,A,1,1,1
tumaini,4,2,626,626,0,mpesa,yes,yes,no,no,no,no,no,26/08/2017,no,17:27:00,evening,chain,ongata rongai,mid,saturday,weekend,no,26,8,2017,17,B,1,1,1
tumaini,2,1,136,150,14,cash,yes,no,no,no,no,no,no,26/08/2017,no,16:17:00,evening,chain,ongata rongai,mid,saturday,weekend,no,26,8,2017,16,A,1,1,1
tumaini,3,1,60,60,0,cash,no,yes,no,no,no,no,no,26/08/2017,no,12:57:00,afternoon,chain,ongata rongai,mid,saturday,weekend,no,26,8,2017,12,B,1,1,1
tumaini,1,1,95,100,5,cash,no,no,yes,no,no,no,no,26/08/2017,no,15:44:00,afternoon,chain,ongata rongai,mid,saturday,weekend,no,26,8,2017,15,A,1,1,1
tumaini,4,2,682,1000,318,cash,yes,yes,no,no,no,no,no,26/08/2017,no,15:12:00,afternoon,chain,ongata rongai,mid,saturday,weekend,no,26,8,2017,15,B,1,1,1
tumaini,1,1,100,100,0,mpesa,yes,no,no,no,no,no,no,26/08/2017,no,09:23:00,morning,chain,ongata rongai,mid,saturday,weekend,no,26,8,2017,9,A,1,1,1
tumaini,3,2,375,500,125,cash,yes,no,yes,no,no,no,no,26/08/2017,no,17:54:00,evening,chain,ongata rongai,mid,saturday,weekend,no,26,8,2017,17,B,1,1,1
tumaini,1,1,55,55,0,cash,no,no,yes,no,no,no,no,26/08/2017,no,16:37:00,evening,chain,ongata rongai,mid,saturday,weekend,no,26,8,2017,16,A,1,1,1
tumaini,2,1,157,200,43,cash,yes,no,no,no,no,no,no,26/08/2017,no,16:33:00,evening,chain,ongata rongai,mid,saturday,weekend,no,26,8,2017,16,A,1,1,1
tumaini,3,1,185,200,15,cash,yes,no,no,no,no,no,no,26/08/2017,no,16:43:00,evening,chain,ongata rongai,mid,saturday,weekend,no,26,8,2017,16,B,1,1,1
tumaini,1,1,40,40,0,cash,no,no,yes,no,no,no,no,26/08/2017,no,16:50:00,evening,chain,ongata rongai,mid,saturday,weekend,no,26,8,2017,16,A,1,1,1
tumaini,4,1,468,468,0,mpesa,yes,no,no,no,no,no,no,26/08/2017,no,17:40:00,evening,chain,ongata rongai,mid,saturday,weekend,no,26,8,2017,17,B,1,1,1
tumaini,1,1,120,1000,880,cash,yes,no,no,no,no,no,no,26/08/2017,no,17:40:00,evening,chain,ongata rongai,mid,saturday,weekend,no,26,8,2017,17,A,1,1,1
tumaini,2,2,217,500,283,cash,yes,no,yes,no,no,no,no,26/08/2017,no,17:46:00,evening,chain,ongata rongai,mid,saturday,weekend,no,26,8,2017,17,A,1,1,1
tumaini,1,1,94,100,6,cash,yes,no,no,no,no,no,no,26/08/2017,no,16:14:00,evening,chain,ongata rongai,mid,saturday,weekend,no,26,8,2017,16,A,1,1,1
tumaini,1,1,90,200,110,cash,no,no,yes,no,no,no,no,26/08/2017,no,16:44:00,evening,chain,ongata rongai,mid,saturday,weekend,no,26,8,2017,16,A,1,1,1
tumaini,11,3,2079,2079,0,mpesa,yes,no,no,yes,no,yes,no,26/08/2017,no,17:40:00,evening,chain,ongata rongai,mid,saturday,weekend,no,26,8,2017,17,B,4,1,1
tumaini,1,1,1200,1200,0,mpesa,yes,no,no,no,no,no,no,26/08/2017,no,16:47:00,evening,chain,ongata rongai,mid,saturday,weekend,no,26,8,2017,16,A,1,1,1
tumaini,3,2,321,1000,679,cash,yes,no,yes,no,no,no,no,26/08/2017,no,16:42:00,evening,chain,ongata rongai,mid,saturday,weekend,no,26,8,2017,16,B,1,1,1
tumaini,2,1,263,500,237,cash,yes,no,no,no,no,no,no,26/08/2017,no,15:57:00,evening,chain,ongata rongai,mid,saturday,weekend,no,26,8,2017,15,A,1,1,1
tumaini,3,1,259,260,1,cash,yes,no,no,no,no,no,no,26/08/2017,no,13:51:00,afternoon,chain,ongata rongai,mid,saturday,weekend,no,26,8,2017,13,B,1,1,1
tumaini,2,1,235,1000,765,cash,yes,no,no,no,no,no,no,26/08/2017,no,16:53:00,evening,chain,ongata rongai,mid,saturday,weekend,no,26,8,2017,16,A,1,1,1
tuskys,7,2,1128,1128,0,card,yes,no,no,yes,no,no,no,29/08/2017,no,17:38:00,evening,chain,ongata rongai,mid,Tuesday,weekday,no,29,8,2017,17,B,1,1,1
cleanshelf,2,1,330,450,120,cash,yes,no,no,no,no,no,no,03/09/2017,no,17:32:00,evening,chain,ongata rongai,mid,Sunday,weekend,no,3,9,2017,17,A,1,1,1
cleanshelf,3,2,142,142,0,cash,yes,no,no,no,no,yes,no,03/09/2017,no,16:26:00,evening,chain,ongata rongai,mid,Sunday,weekend,no,3,9,2017,16,B,1,1,1
cleanshelf,2,2,115,200,85,cash,yes,no,yes,no,no,no,no,03/09/2017,no,17:45:00,evening,chain,ongata rongai,mid,Sunday,weekend,no,3,9,2017,17,A,1,1,1
cleanshelf,5,2,327,1000,673,cash,yes,no,no,no,no,yes,no,03/09/2017,no,14:49:00,afternoon,chain,ongata rongai,mid,Sunday,weekend,no,3,9,2017,14,B,1,1,1
cleanshelf,2,2,155,155,0,mpesa,no,yes,yes,no,no,no,no,03/09/2017,no,14:42:00,afternoon,chain,ongata rongai,mid,Sunday,weekend,no,3,9,2017,14,A,1,1,1
NA,1,1,60,60,0,cash,no,no,no,no,no,yes,no,03/09/2017,no,13:18:00,afternoon,chain,ongata rongai,mid,Sunday,weekend,no,3,9,2017,13,A,1,1,1
cleanshelf,1,1,292,1000,708,cash,no,no,no,no,no,yes,no,03/09/2017,no,15:09:00,afternoon,chain,ongata rongai,mid,Sunday,weekend,no,3,9,2017,15,A,1,1,1
cleanshelf,4,3,476,1000,524,cash,yes,yes,no,yes,no,no,no,03/09/2017,no,17:20:00,evening,chain,ongata rongai,mid,Sunday,weekend,no,3,9,2017,17,B,1,1,1
cleanshelf,7,2,660,1000,340,cash,yes,yes,no,no,no,no,no,03/09/2017,no,15:21:00,afternoon,chain,ongata rongai,mid,Sunday,weekend,no,3,9,2017,15,B,1,1,1
cleanshelf,4,3,370,500,130,cash,yes,yes,no,yes,no,no,no,03/09/2017,no,15:32:00,afternoon,chain,ongata rongai,mid,Sunday,weekend,no,3,9,2017,15,B,1,1,1
cleanshelf,13,4,1172,2000,828,cash,yes,yes,no,yes,no,yes,no,03/09/2017,no,15:20:00,afternoon,chain,ongata rongai,mid,Sunday,weekend,no,3,9,2017,15,B,1,1,1
cleanshelf,4,2,303,1000,697,cash,yes,no,yes,no,no,no,no,03/09/2017,no,16:14:00,evening,chain,ongata rongai,mid,Sunday,weekend,no,3,9,2017,16,B,1,1,1
cleanshelf,3,2,186,200,14,cash,yes,no,no,no,no,yes,no,03/09/2017,no,15:04:00,afternoon,chain,ongata rongai,mid,Sunday,weekend,no,3,9,2017,15,B,1,1,1
cleanshelf,1,1,25,100,75,cash,no,no,yes,no,no,no,no,03/09/2017,no,15:39:00,afternoon,chain,ongata rongai,mid,Sunday,weekend,no,3,9,2017,15,A,1,1,1
cleanshelf,2,2,75,500,425,cash,no,yes,yes,no,no,no,no,03/09/2017,no,16:51:00,afternoon,chain,ongata rongai,mid,Sunday,weekend,no,3,9,2017,16,A,1,1,1
cleanshelf,10,4,694,1000,306,cash,yes,yes,yes,no,no,yes,no,03/09/2017,no,17:10:00,evening,chain,ongata rongai,mid,Sunday,weekend,no,3,9,2017,17,B,1,1,1
cleanshelf,2,2,90,100,10,cash,yes,no,no,no,no,yes,no,03/09/2017,no,17:00:00,evening,chain,ongata rongai,mid,Sunday,weekend,no,3,9,2017,17,A,1,1,1
cleanshelf,1,1,195,200,5,cash,no,no,no,yes,no,no,no,03/09/2017,no,17:24:00,evening,chain,ongata rongai,mid,Sunday,weekend,no,3,9,2017,17,A,1,1,1
cleanshelf,1,1,40,100,60,cash,no,yes,no,no,no,no,no,03/09/2017,no,15:49:00,afternoon,chain,ongata rongai,mid,Sunday,weekend,no,3,9,2017,15,A,1,1,1
cleanshelf,1,1,90,100,10,cash,yes,no,no,no,no,no,no,03/09/2017,no,13:19:00,afternoon,chain,ongata rongai,mid,Sunday,weekend,no,3,9,2017,13,A,1,1,1
cleanshelf,2,2,138,500,362,cash,no,yes,yes,no,no,no,no,03/09/2017,no,15:29:00,afternoon,chain,ongata rongai,mid,Sunday,weekend,no,3,9,2017,15,A,1,1,1
cleanshelf,1,1,300,500,200,cash,yes,no,no,no,no,no,no,03/09/2017,no,15:29:00,afternoon,chain,ongata rongai,mid,Sunday,weekend,no,3,9,2017,15,A,1,1,1
cleanshelf,2,2,95,1000,905,cash,no,yes,yes,no,no,no,no,03/09/2017,no,15:34:00,afternoon,chain,ongata rongai,mid,Sunday,weekend,no,3,9,2017,15,A,1,1,1
cleanshelf,1,1,80,500,420,cash,no,yes,no,no,no,no,no,03/09/2017,no,11:24:00,morning,chain,ongata rongai,mid,Sunday,weekend,no,3,9,2017,11,A,1,1,1
cleanshelf,6,4,295,500,205,cash,yes,yes,no,yes,no,yes,no,03/09/2017,no,15:33:00,afternoon,chain,ongata rongai,mid,Sunday,weekend,no,3,9,2017,15,B,1,1,1
cleanshelf,1,1,180,200,20,cash,yes,no,no,no,no,no,no,03/09/2017,no,17:01:00,evening,chain,ongata rongai,mid,Sunday,weekend,no,3,9,2017,17,A,1,1,1
cleanshelf,1,1,80,100,20,cash,no,yes,no,no,no,no,no,03/09/2017,no,17:30:00,evening,chain,ongata rongai,mid,Sunday,weekend,no,3,9,2017,17,A,1,1,1
cleanshelf,2,1,96,100,4,cash,yes,no,no,no,no,no,no,03/09/2017,no,17:43:00,evening,chain,ongata rongai,mid,Sunday,weekend,no,3,9,2017,17,A,1,1,1
cleanshelf,6,2,700,1000,300,cash,no,no,no,yes,no,yes,no,03/09/2017,no,16:49:00,evening,chain,ongata rongai,mid,Sunday,weekend,no,3,9,2017,16,B,1,1,1
cleanshelf,2,2,165,200,35,cash,no,yes,yes,no,no,no,no,03/09/2017,no,15:03:00,afternoon,chain,ongata rongai,mid,Sunday,weekend,no,3,9,2017,15,A,1,1,1
cleanshelf,3,2,145,150,5,cash,no,yes,no,yes,no,no,no,03/09/2017,no,16:14:00,evening,chain,ongata rongai,mid,Sunday,weekend,no,3,9,2017,16,B,1,1,1
cleanshelf,2,1,140,200,60,cash,no,yes,no,no,no,no,no,03/09/2017,no,17:25:00,evening,chain,ongata rongai,mid,Sunday,weekend,no,3,9,2017,17,A,1,1,1
cleanshelf,3,1,330,500,170,cash,no,no,no,yes,no,no,no,03/09/2017,no,15:54:00,afternoon,chain,ongata rongai,mid,Sunday,weekend,no,3,9,2017,15,B,1,1,1
cleanshelf,1,1,125,200,75,cash,no,no,no,no,no,yes,no,03/09/2017,no,16:11:00,afternoon,chain,ongata rongai,mid,Sunday,weekend,no,3,9,2017,16,A,1,1,1
cleanshelf,12,3,1360,2000,640,cash,yes,no,yes,yes,no,no,no,03/09/2017,no,16:12:00,evening,chain,ongata rongai,mid,Sunday,weekend,no,3,9,2017,16,B,1,1,1
cleanshelf,3,2,270,300,30,cash,yes,no,yes,no,no,no,no,03/09/2017,no,16:09:00,evening,chain,ongata rongai,mid,Sunday,weekend,no,3,9,2017,16,B,1,1,1
cleanshelf,1,1,20,20,0,cash,no,no,no,no,no,yes,no,03/09/2017,no,16:10:00,evening,chain,ongata rongai,mid,Sunday,weekend,no,3,9,2017,16,A,1,1,1
cleanshelf,1,1,290,300,10,cash,no,yes,no,no,no,no,no,03/09/2017,no,16:10:00,evening,chain,ongata rongai,mid,Sunday,weekend,no,3,9,2017,16,A,1,1,1
cleanshelf,8,3,541,1000,459,cash,yes,no,no,yes,no,yes,no,03/09/2017,no,16:15:00,evening,chain,ongata rongai,mid,Sunday,weekend,no,3,9,2017,16,B,1,1,1
cleanshelf,2,2,140,200,60,cash,yes,yes,no,no,no,no,no,03/09/2017,no,16:28:00,evening,chain,ongata rongai,mid,Sunday,weekend,no,3,9,2017,16,A,1,1,1
cleanshelf,1,1,125,205,80,cash,no,no,no,yes,no,no,no,03/09/2017,no,16:36:00,evening,chain,ongata rongai,mid,Sunday,weekend,no,3,9,2017,16,A,1,1,1
cleanshelf,3,1,455,100,545,cash,no,yes,no,no,no,no,no,03/09/2017,no,16:02:00,evening,chain,ongata rongai,mid,Sunday,weekend,no,3,9,2017,16,B,1,1,1
cleanshelf,2,1,240,250,10,cash,yes,no,no,no,no,no,no,03/09/2017,no,16:25:00,evening,chain,ongata rongai,mid,Sunday,weekend,no,3,9,2017,16,A,1,1,1
cleanshelf,1,1,125,200,75,cash,yes,no,no,no,no,no,no,03/09/2017,no,17:22:00,evening,chain,ongata rongai,mid,Sunday,weekend,no,3,9,2017,17,A,1,1,1
cleanshelf,11,2,1287,1300,13,cash,yes,no,yes,no,no,no,no,03/09/2017,no,14:06:00,evening,chain,ongata rongai,mid,Sunday,weekend,no,3,9,2017,14,B,1,1,1
cleanshelf,4,2,320,500,180,cash,no,yes,no,no,no,yes,no,03/09/2017,no,15:44:00,evening,chain,ongata rongai,mid,Sunday,weekend,no,3,9,2017,15,B,1,1,1
cleanshelf,1,1,5,5,0,cash,no,yes,no,no,no,no,no,03/09/2017,no,16:45:00,evening,chain,ongata rongai,mid,Sunday,weekend,no,3,9,2017,16,A,1,1,1
cleanshelf,1,1,100,100,0,cash,yes,no,no,no,no,no,no,03/09/2017,no,17:31:00,evening,chain,ongata rongai,mid,Sunday,weekend,no,3,9,2017,17,A,1,1,1
cleanshelf,1,1,10,10,0,cash,no,no,no,no,no,yes,no,03/09/2017,no,13:04:00,afternoon,chain,ongata rongai,mid,Sunday,weekend,no,3,9,2017,13,A,1,1,1
cleanshelf,3,2,408,408,0,card,yes,no,yes,no,no,no,no,03/09/2017,no,15:31:00,afternoon,chain,ongata rongai,mid,Sunday,weekend,no,3,9,2017,15,B,1,1,1
cleanshelf,1,1,120,120,0,cash,yes,no,no,no,no,no,no,03/09/2017,no,17:28:00,evening,chain,ongata rongai,mid,Sunday,weekend,no,3,9,2017,17,A,1,1,1
cleanshelf,3,1,348,1000,652,cash,yes,no,no,no,no,no,no,03/09/2017,no,16:24:00,evening,chain,ongata rongai,mid,Sunday,weekend,no,3,9,2017,16,B,1,1,1
cleanshelf,4,1,379,1000,621,cash,yes,no,no,no,no,no,no,03/09/2017,no,16:50:00,evening,chain,ongata rongai,mid,Sunday,weekend,no,3,9,2017,16,B,1,1,1
cleanshelf,2,1,115,120,5,cash,yes,no,no,no,no,no,no,03/09/2017,no,14:40:00,afternoon,chain,ongata rongai,mid,Sunday,weekend,no,3,9,2017,14,A,1,1,1
cleanshelf,3,2,209,220,11,cash,yes,yes,no,no,no,no,no,03/09/2017,no,14:35:00,afternoon,chain,ongata rongai,mid,Sunday,weekend,no,3,9,2017,14,B,1,1,1
cleanshelf,3,1,135,135,0,cash,no,no,yes,no,no,no,no,03/09/2017,no,16:46:00,evening,chain,ongata rongai,mid,Sunday,weekend,no,3,9,2017,16,B,1,1,1
cleanshelf,1,1,120,150,30,cash,no,no,yes,no,no,no,no,03/09/2017,no,17:40:00,evening,chain,ongata rongai,mid,Sunday,weekend,no,3,9,2017,17,A,1,1,1
cleanshelf,1,1,25,25,0,cash,no,yes,no,no,no,no,no,03/09/2017,no,16:15:00,evening,chain,ongata rongai,mid,Sunday,weekend,no,3,9,2017,16,A,1,1,1
cleanshelf,1,1,65,200,135,cash,yes,no,no,no,no,no,no,03/09/2017,no,17:25:00,evening,chain,ongata rongai,mid,Sunday,weekend,no,3,9,2017,17,A,1,1,1
cleanshelf,3,2,1233,1500,267,cash,yes,no,no,no,yes,no,no,03/09/2017,no,17:29:00,evening,chain,ongata rongai,mid,Sunday,weekend,no,3,9,2017,17,B,1,1,1
cleanshelf,5,3,263,400,137,cash,yes,no,no,yes,no,yes,no,03/09/2017,no,16:51:00,evening,chain,ongata rongai,mid,Sunday,weekend,no,3,9,2017,16,B,1,1,1
cleanshelf,1,1,40,40,0,cash,no,no,no,no,no,yes,no,03/09/2017,no,16:35:00,evening,chain,ongata rongai,mid,Sunday,weekend,no,3,9,2017,16,A,1,1,1
cleanshelf,1,1,40,40,0,cash,no,no,no,no,no,yes,no,03/09/2017,no,17:42:00,evening,chain,ongata rongai,mid,Sunday,weekend,no,3,9,2017,17,A,1,1,1
cleanshelf,2,1,200,500,300,cash,yes,no,no,no,no,no,no,03/09/2017,no,14:47:00,evening,chain,ongata rongai,mid,Sunday,weekend,no,3,9,2017,14,A,1,1,1
cleanshelf,1,1,295,500,205,cash,no,no,no,no,no,yes,no,03/09/2017,no,13:37:00,evening,chain,ongata rongai,mid,Sunday,weekend,no,3,9,2017,13,A,1,1,1
cleanshelf,1,1,155,1000,845,cash,yes,no,no,no,no,no,no,03/09/2017,no,17:54:00,evening,chain,ongata rongai,mid,Sunday,weekend,no,3,9,2017,17,A,1,1,1
cleanshelf,1,1,90,100,10,cash,yes,no,no,no,no,no,no,03/09/2017,no,16:50:00,evening,chain,ongata rongai,mid,Sunday,weekend,no,3,9,2017,16,A,1,1,1
cleanshelf,1,1,90,100,10,cash,no,yes,no,no,no,no,no,03/09/2017,no,14:55:00,evening,chain,ongata rongai,mid,Sunday,weekend,no,3,9,2017,14,A,1,1,1
cleanshelf,1,1,65,100,35,cash,no,no,no,no,no,yes,no,03/09/2017,no,16:40:00,evening,chain,ongata rongai,mid,Sunday,weekend,no,3,9,2017,16,A,1,1,1
cleanshelf,4,2,380,500,120,cash,no,yes,yes,no,no,no,no,03/09/2017,no,15:04:00,afternoon,chain,ongata rongai,mid,Sunday,weekend,no,3,9,2017,15,B,1,1,1
cleanshelf,1,1,45,100,55,cash,no,yes,no,no,no,no,no,03/09/2017,no,14:34:00,afternoon,chain,ongata rongai,mid,Sunday,weekend,no,3,9,2017,14,A,1,1,1
cleanshelf,2,2,375,400,25,cash,yes,yes,no,no,no,no,no,03/09/2017,no,16:11:00,evening,chain,ongata rongai,mid,Sunday,weekend,no,3,9,2017,16,A,1,1,1
cleanshelf,3,2,125,500,375,cash,no,yes,no,yes,no,no,no,03/09/2017,no,14:32:00,afternoon,chain,ongata rongai,mid,Sunday,weekend,no,3,9,2017,14,B,1,1,1
cleanshelf,2,2,86,100,14,cash,yes,yes,no,no,no,no,no,03/09/2017,no,14:18:00,afternoon,chain,ongata rongai,mid,Sunday,weekend,no,3,9,2017,14,A,1,1,1
cleanshelf,1,1,360,400,40,cash,no,no,no,no,no,yes,no,03/09/2017,no,15:40:00,afternoon,chain,ongata rongai,mid,Sunday,weekend,no,3,9,2017,15,A,1,1,1
tumaini,4,2,417,1000,583,cash,no,yes,yes,no,no,no,no,08/09/2017,no,19:03:00,night,chain,ongata rongai,mid,Friday,weekday,no,8,9,2017,19,B,1,1,1
tumaini,5,2,399,399,0,cash,yes,no,no,yes,no,no,no,08/09/2017,no,19:00:00,night,chain,ongata rongai,mid,Friday,weekday,no,8,9,2017,19,B,1,1,1
tumaini,4,3,687,700,13,cash,yes,no,yes,yes,no,no,no,08/09/2017,no,19:02:00,night,chain,ongata rongai,mid,Friday,weekday,no,8,9,2017,19,B,1,1,1
tumaini,5,1,753,1000,247,cash,yes,no,no,no,no,no,no,08/09/2017,no,18:04:00,evening,chain,ongata rongai,mid,Friday,weekday,no,8,9,2017,18,B,1,1,1
tumaini,11,2,1990,2000,10,cash,yes,no,no,yes,no,no,no,08/09/2017,no,19:20:00,night,chain,ongata rongai,mid,Friday,weekday,no,8,9,2017,19,B,4,1,1
tumaini,2,1,110,120,10,cash,yes,no,no,no,no,no,no,08/09/2017,no,18:28:00,evening,chain,ongata rongai,mid,Friday,weekday,no,8,9,2017,18,A,1,1,1
tumaini,1,1,230,500,270,cash,no,no,no,no,no,yes,no,08/09/2017,no,19:25:00,night,chain,ongata rongai,mid,Friday,weekday,no,8,9,2017,19,A,1,1,1
tumaini,4,3,211,500,289,cash,yes,no,no,yes,no,yes,no,08/09/2017,no,17:29:00,evening,chain,ongata rongai,mid,Friday,weekday,no,8,9,2017,17,B,1,1,1
tumaini,1,1,40,50,10,cash,no,yes,no,no,no,no,no,08/09/2017,no,17:00:00,evening,chain,ongata rongai,mid,Friday,weekday,no,8,9,2017,17,A,1,1,1
tumaini,1,1,50,100,50,cash,no,no,no,yes,no,no,no,08/09/2017,no,19:04:00,night,chain,ongata rongai,mid,Friday,weekday,no,8,9,2017,19,A,1,1,1
tumaini,2,1,90,100,10,cash,yes,no,no,no,no,no,no,08/09/2017,no,19:10:00,night,chain,ongata rongai,mid,Friday,weekday,no,8,9,2017,19,A,1,1,1
tumaini,1,1,158,200,42,cash,no,yes,no,no,no,no,no,08/09/2017,no,17:17:00,evening,chain,ongata rongai,mid,Friday,weekday,no,8,9,2017,17,A,1,1,1
tumaini,2,2,100,1000,900,cash,no,yes,yes,no,no,no,no,08/09/2017,no,18:46:00,evening,chain,ongata rongai,mid,Friday,weekday,no,8,9,2017,18,A,1,1,1
tumaini,4,3,405,1000,595,cash,yes,yes,no,yes,no,no,no,08/09/2017,no,19:24:00,night,chain,ongata rongai,mid,Friday,weekday,no,8,9,2017,19,B,1,1,1
tumaini,1,1,60,100,40,cash,no,no,yes,no,no,no,no,08/09/2017,no,16:31:00,evening,chain,ongata rongai,mid,Friday,weekday,no,8,9,2017,16,A,1,1,1
tumaini,2,2,160,200,40,cash,yes,no,no,yes,no,no,no,08/09/2017,no,18:05:00,evening,chain,ongata rongai,mid,Friday,weekday,no,8,9,2017,18,A,1,1,1
tumaini,1,1,60,100,40,cash,no,no,yes,no,no,no,no,08/09/2017,no,17:58:00,evening,chain,ongata rongai,mid,Friday,weekday,no,8,9,2017,17,A,1,1,1
tumaini,3,1,124,500,376,cash,yes,no,no,no,no,no,no,08/09/2017,no,16:58:00,evening,chain,ongata rongai,mid,Friday,weekday,no,8,9,2017,16,B,1,1,1
tumaini,1,1,100,500,400,cash,yes,no,no,no,no,no,no,08/09/2017,no,18:32:00,evening,chain,ongata rongai,mid,Friday,weekday,no,8,9,2017,18,A,1,1,1
tumaini,5,1,468,500,32,cash,yes,no,no,no,no,no,no,08/09/2017,no,17:43:00,evening,chain,ongata rongai,mid,Friday,weekday,no,8,9,2017,17,B,1,1,1
